"","cat_pais","ncat_eleccion","ncat_ronda","dico_debates_eleccion","eng_cat_pais","gdpxcapita","source_gdp","gdpxcapita2","source_gdpxcapita2","urbanpop","source_urbanpop","undphdi","source_undphdi","runoff","concelec","source_runoff","source_concelec","compulsoryvoting","source_compulsoryvoting","polar","source_polar","edadregimenppolity","source_edadregimenppolity","edadregimenbmr","source_edadregimenbmr","edadregimenmainw","source_edadregimenmainw","edadregimenfilled","source_edadregimenfilled","democraciappolity","source_democraciappolity","democraciavdemelectoralcomp","source_democraciavdemelectoralcomp","democraciavdempolyarchy","source_vdem_polyarchy","mediaqualitycorruptvdem","source_mediaqualitycorruptvdem","mediaqualityconftvwvs","source_mediaqualityconftvwvs","mediaqualitybiasnelda","source_mediaqualitybiasnelda","mediaqualityfreedombti","source_mediaqualityfreedombti","turnout","source_turnout"
"92","Costa Rica",2018,2,1,"Costa Rica",12470.9574208108,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",9065.0302734375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",79.34,"Base Qof wdi_popurb",0.81099999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.28299999237061,"Mainwaring & Su (2021) - runoff",69,"Base Qof p_durable",70,"Base Qof bmr_demdur",65,"Mainwaring & Su (2021) - age_demo",70,"70",10,"Base Qof p_polity2",0.927,"Base Qof vdem_edcomp_thick",0.894,"Base Qof vdem_polyarchy",3.561,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",10,"Proyectado. Último valor disponible base Qof bti_foe",65.7,"Base Qof ideavt_presvt"
"93","Costa Rica",2022,1,1,"Costa Rica",13424.464701378,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",82.042,"Base Qof wdi_popurb",0.80900002,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",74,"74",10,"Proyectado. Último valor disponible base Qof p_polity2",0.918,"Base Qof vdem_edcomp_thick",0.871,"Base Qof vdem_polyarchy",3.561,"Base Qof vdem_mecorrpt",NA,NA,0,"Proyectado. Último valor disponible base Qof nelda_mbbe",10,"Proyectado. Último valor disponible base Qof bti_foe",59.97,"Base Qof ideavt_presvt"
"94","Costa Rica",2022,2,1,"Costa Rica",13424.464701378,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",82.042,"Base Qof wdi_popurb",0.80900002,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",74,"74",10,"Proyectado. Último valor disponible base Qof p_polity2",0.918,"Base Qof vdem_edcomp_thick",0.871,"Base Qof vdem_polyarchy",3.561,"Base Qof vdem_mecorrpt",NA,NA,0,"Proyectado. Último valor disponible base Qof nelda_mbbe",10,"Proyectado. Último valor disponible base Qof bti_foe",59.97,"Base Qof ideavt_presvt"
"95","Ecuador",1960,1,0,"Ecuador",2377.55884105386,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",33.878,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,130,"Base Qof p_durable",13,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",13,"13",1,"Base Qof p_polity2",0.433,"Base Qof vdem_edcomp_thick",0.36,"Base Qof vdem_polyarchy",2.577,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,76.01,"Base Qof ideavt_presvt"
"96","Ecuador",1968,1,0,"Ecuador",2501.79393753824,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",38.215,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",6,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",6,"6",5,"Base Qof p_polity2",0.288,"Base Qof vdem_edcomp_thick",0.277,"Base Qof vdem_polyarchy",2.577,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,77.49,"Base Qof ideavt_presvt"
"97","Ecuador",1979,1,1,"Ecuador",3865.30576830776,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",46.034,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",1,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",1,"1",9,"Base Qof p_polity2",0.431,"Base Qof vdem_edcomp_thick",0.402,"Base Qof vdem_polyarchy",2.577,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,80.49,"Base Qof ideavt_presvt"
"98","Ecuador",1979,2,1,"Ecuador",3865.30576830776,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",46.034,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",1,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",1,"1",9,"Base Qof p_polity2",0.431,"Base Qof vdem_edcomp_thick",0.402,"Base Qof vdem_polyarchy",2.577,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,80.49,"Base Qof ideavt_presvt"
"99","Ecuador",1984,1,0,"Ecuador",3825.41420100997,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3648.75,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",50.438,"Base Qof wdi_popurb",NA,NA,1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.47300004959106,"Mainwaring & Su (2021) - runoff",5,"Base Qof p_durable",6,"Base Qof bmr_demdur",5,"Mainwaring & Su (2021) - age_demo",6,"6",9,"Base Qof p_polity2",0.789,"Base Qof vdem_edcomp_thick",0.697,"Base Qof vdem_polyarchy",3.031,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,78.13,"Base Qof ideavt_presvt"
"100","Ecuador",1984,2,1,"Ecuador",3825.41420100997,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3648.75,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",50.438,"Base Qof wdi_popurb",NA,NA,1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.47300004959106,"Mainwaring & Su (2021) - runoff",5,"Base Qof p_durable",6,"Base Qof bmr_demdur",5,"Mainwaring & Su (2021) - age_demo",6,"6",9,"Base Qof p_polity2",0.789,"Base Qof vdem_edcomp_thick",0.697,"Base Qof vdem_polyarchy",3.031,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,78.13,"Base Qof ideavt_presvt"
"101","Ecuador",1988,1,0,"Ecuador",3932.1223035043,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3622.7900390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",53.546,"Base Qof wdi_popurb",NA,NA,1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.20100021362305,"Mainwaring & Su (2021) - runoff",9,"Base Qof p_durable",10,"Base Qof bmr_demdur",9,"Mainwaring & Su (2021) - age_demo",10,"10",9,"Base Qof p_polity2",0.8,"Base Qof vdem_edcomp_thick",0.707,"Base Qof vdem_polyarchy",2.143,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,77.7,"Base Qof ideavt_presvt"
"102","Ecuador",1988,2,0,"Ecuador",3932.1223035043,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3622.7900390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",53.546,"Base Qof wdi_popurb",NA,NA,1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.20100021362305,"Mainwaring & Su (2021) - runoff",9,"Base Qof p_durable",10,"Base Qof bmr_demdur",9,"Mainwaring & Su (2021) - age_demo",10,"10",9,"Base Qof p_polity2",0.8,"Base Qof vdem_edcomp_thick",0.707,"Base Qof vdem_polyarchy",2.143,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,77.7,"Base Qof ideavt_presvt"
"103","Ecuador",1992,1,1,"Ecuador",4005.86096434684,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3727.85009765625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",56.226,"Base Qof wdi_popurb",0.65799999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.31300020217896,"Mainwaring & Su (2021) - runoff",13,"Base Qof p_durable",14,"Base Qof bmr_demdur",13,"Mainwaring & Su (2021) - age_demo",14,"14",9,"Base Qof p_polity2",0.806,"Base Qof vdem_edcomp_thick",0.722,"Base Qof vdem_polyarchy",3.052,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,73.1,"Base Qof ideavt_presvt"
"104","Ecuador",1992,2,0,"Ecuador",4005.86096434684,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3727.85009765625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",56.226,"Base Qof wdi_popurb",0.65799999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.31300020217896,"Mainwaring & Su (2021) - runoff",13,"Base Qof p_durable",14,"Base Qof bmr_demdur",13,"Mainwaring & Su (2021) - age_demo",14,"14",9,"Base Qof p_polity2",0.806,"Base Qof vdem_edcomp_thick",0.722,"Base Qof vdem_polyarchy",3.052,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,73.1,"Base Qof ideavt_presvt"
"105","Ecuador",1996,1,0,"Ecuador",4106.26329396518,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3782.18994140625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",58.277,"Base Qof wdi_popurb",0.67400002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.39900016784668,"Mainwaring & Su (2021) - runoff",17,"Base Qof p_durable",18,"Base Qof bmr_demdur",17,"Mainwaring & Su (2021) - age_demo",18,"18",9,"Base Qof p_polity2",0.808,"Base Qof vdem_edcomp_thick",0.704,"Base Qof vdem_polyarchy",2.817,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,71.71,"Base Qof ideavt_presvt"
"106","Ecuador",1996,2,0,"Ecuador",4106.26329396518,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3782.18994140625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",58.277,"Base Qof wdi_popurb",0.67400002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.39900016784668,"Mainwaring & Su (2021) - runoff",17,"Base Qof p_durable",18,"Base Qof bmr_demdur",17,"Mainwaring & Su (2021) - age_demo",18,"18",9,"Base Qof p_polity2",0.808,"Base Qof vdem_edcomp_thick",0.704,"Base Qof vdem_polyarchy",2.817,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,71.71,"Base Qof ideavt_presvt"
"107","Ecuador",1998,1,0,"Ecuador",4269.99000199506,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3832.76000976562,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",59.291,"Base Qof wdi_popurb",0.68400002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.92000007629395,"Mainwaring & Su (2021) - runoff",19,"Base Qof p_durable",20,"Base Qof bmr_demdur",19,"Mainwaring & Su (2021) - age_demo",20,"20",9,"Base Qof p_polity2",0.798,"Base Qof vdem_edcomp_thick",0.697,"Base Qof vdem_polyarchy",2.817,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,70.13,"Base Qof ideavt_presvt"
"108","Ecuador",1998,2,0,"Ecuador",4269.99000199506,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3832.76000976562,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",59.291,"Base Qof wdi_popurb",0.68400002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.92000007629395,"Mainwaring & Su (2021) - runoff",19,"Base Qof p_durable",20,"Base Qof bmr_demdur",19,"Mainwaring & Su (2021) - age_demo",20,"20",9,"Base Qof p_polity2",0.798,"Base Qof vdem_edcomp_thick",0.697,"Base Qof vdem_polyarchy",2.817,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,70.13,"Base Qof ideavt_presvt"
"109","Ecuador",2002,1,0,"Ecuador",4196.57413303095,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3966.169921875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",61.118,"Base Qof wdi_popurb",0.69800001,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.07299995422363,"Mainwaring & Su (2021) - runoff",2,"Base Qof p_durable",3,"Base Qof bmr_demdur",23,"Mainwaring & Su (2021) - age_demo",3,"3",6,"Base Qof p_polity2",0.795,"Base Qof vdem_edcomp_thick",0.699,"Base Qof vdem_polyarchy",2.817,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,62.89,"Base Qof ideavt_presvt"
"110","Ecuador",2002,2,0,"Ecuador",4196.57413303095,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3966.169921875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",61.118,"Base Qof wdi_popurb",0.69800001,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.07299995422363,"Mainwaring & Su (2021) - runoff",2,"Base Qof p_durable",3,"Base Qof bmr_demdur",23,"Mainwaring & Su (2021) - age_demo",3,"3",6,"Base Qof p_polity2",0.795,"Base Qof vdem_edcomp_thick",0.699,"Base Qof vdem_polyarchy",2.817,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,62.89,"Base Qof ideavt_presvt"
"111","Ecuador",2006,1,1,"Ecuador",4732.87573654346,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3848.27001953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",61.907,"Base Qof wdi_popurb",0.72000003,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",6.20800018310547,"Mainwaring & Su (2021) - runoff",6,"Base Qof p_durable",4,"Base Qof bmr_demdur",27,"Mainwaring & Su (2021) - age_demo",4,"4",7,"Base Qof p_polity2",0.803,"Base Qof vdem_edcomp_thick",0.703,"Base Qof vdem_polyarchy",2.817,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",7,"Proyectado. Último valor disponible base Qof bti_foe",76.01,"Base Qof ideavt_presvt"
"112","Ecuador",2006,2,0,"Ecuador",4732.87573654346,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3848.27001953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",61.907,"Base Qof wdi_popurb",0.72000003,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",6.20800018310547,"Mainwaring & Su (2021) - runoff",6,"Base Qof p_durable",4,"Base Qof bmr_demdur",27,"Mainwaring & Su (2021) - age_demo",4,"4",7,"Base Qof p_polity2",0.803,"Base Qof vdem_edcomp_thick",0.703,"Base Qof vdem_polyarchy",2.817,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",7,"Proyectado. Último valor disponible base Qof bti_foe",76.01,"Base Qof ideavt_presvt"
"113","Ecuador",2009,1,0,"Ecuador",4937.0383970139,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",4400.85986328125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",62.495,"Base Qof wdi_popurb",0.73100001,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.88000011444092,"Mainwaring & Su (2021) - runoff",9,"Base Qof p_durable",7,"Base Qof bmr_demdur",30,"Mainwaring & Su (2021) - age_demo",7,"7",5,"Base Qof p_polity2",0.706,"Base Qof vdem_edcomp_thick",0.621,"Base Qof vdem_polyarchy",2.91,"Base Qof vdem_mecorrpt",NA,NA,1,"Base Qof nelda_mbbe",6,"Base Qof bti_foe",75.28,"Base Qof ideavt_presvt"
"114","Ecuador",2013,1,1,"Ecuador",5924.85887264747,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",4573.25,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",63.125,"Base Qof wdi_popurb",0.755,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",6.19899988174438,"Mainwaring & Su (2021) - runoff",13,"Base Qof p_durable",11,"Base Qof bmr_demdur",34,"Mainwaring & Su (2021) - age_demo",11,"11",5,"Base Qof p_polity2",0.659,"Base Qof vdem_edcomp_thick",0.545,"Base Qof vdem_polyarchy",2.777,"Base Qof vdem_mecorrpt",2.3921733,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",5,"Base Qof bti_foe",81.08,"Base Qof ideavt_presvt"
"115","Ecuador",2017,1,1,"Ecuador",6127.14946730109,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5311.2099609375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",63.67,"Base Qof wdi_popurb",0.76200002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",6.39200019836426,"Mainwaring & Su (2021) - runoff",17,"Base Qof p_durable",15,"Base Qof bmr_demdur",38,"Mainwaring & Su (2021) - age_demo",15,"15",5,"Base Qof p_polity2",0.661,"Base Qof vdem_edcomp_thick",0.559,"Base Qof vdem_polyarchy",2.805,"Base Qof vdem_mecorrpt",2.3921733,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",5,"Base Qof bti_foe",81.69,"Base Qof ideavt_presvt"
"116","Ecuador",2017,2,0,"Ecuador",6127.14946730109,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5311.2099609375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",63.67,"Base Qof wdi_popurb",0.76200002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",6.39200019836426,"Mainwaring & Su (2021) - runoff",17,"Base Qof p_durable",15,"Base Qof bmr_demdur",38,"Mainwaring & Su (2021) - age_demo",15,"15",5,"Base Qof p_polity2",0.661,"Base Qof vdem_edcomp_thick",0.559,"Base Qof vdem_polyarchy",2.805,"Base Qof vdem_mecorrpt",2.3921733,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",5,"Base Qof bti_foe",81.69,"Base Qof ideavt_presvt"
"117","Ecuador",2021,1,1,"Ecuador",5798.36443701443,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",64.361,"Base Qof wdi_popurb",0.74000001,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",19,"19",5,"Proyectado. Último valor disponible base Qof p_polity2",0.702,"Base Qof vdem_edcomp_thick",0.613,"Base Qof vdem_polyarchy",2.848,"Base Qof vdem_mecorrpt",2.2991598,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Proyectado. Último valor disponible base Qof nelda_mbbe",7,"Base Qof bti_foe",80.99,"Base Qof ideavt_presvt"
"118","Ecuador",2021,2,1,"Ecuador",5798.36443701443,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",64.361,"Base Qof wdi_popurb",0.74000001,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",19,"19",5,"Proyectado. Último valor disponible base Qof p_polity2",0.702,"Base Qof vdem_edcomp_thick",0.613,"Base Qof vdem_polyarchy",2.848,"Base Qof vdem_mecorrpt",2.2991598,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Proyectado. Último valor disponible base Qof nelda_mbbe",7,"Base Qof bti_foe",80.99,"Base Qof ideavt_presvt"
"119","Ecuador",2023,1,1,"Ecuador",6166.00475903588,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",64.57,"Proyectado. Último valor disponible base Qof wdi_popurb",0.74000001,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",21,"21",5,"Proyectado. Último valor disponible base Qof p_polity2",0.729,"Proyectado. Último valor disponible base Qof vdem_edcomp_thick",0.657,"Proyectado. Último valor disponible base Qof vdem_polyarchy",2.402,"Proyectado. Último valor disponible base Qof vdem_mecorrpt",2.2991598,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Proyectado. Último valor disponible base Qof nelda_mbbe",7,"Proyectado. Último valor disponible base Qof bti_foe",82.93,"Base Qof ideavt_presvt"
"120","Ecuador",2023,2,1,"Ecuador",6166.00475903588,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",64.57,"Proyectado. Último valor disponible base Qof wdi_popurb",0.74000001,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",21,"21",5,"Proyectado. Último valor disponible base Qof p_polity2",0.729,"Proyectado. Último valor disponible base Qof vdem_edcomp_thick",0.657,"Proyectado. Último valor disponible base Qof vdem_polyarchy",2.402,"Proyectado. Último valor disponible base Qof vdem_mecorrpt",2.2991598,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Proyectado. Último valor disponible base Qof nelda_mbbe",7,"Proyectado. Último valor disponible base Qof bti_foe",82.93,"Base Qof ideavt_presvt"
"121","El Salvador",1984,1,0,"El Salvador",2379.41249213777,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",46.16,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,0,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",1,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",1,"1",6,"Base Qof p_polity2",0.232,"Base Qof vdem_edcomp_thick",0.157,"Base Qof vdem_polyarchy",1.849,"Base Qof vdem_mecorrpt",NA,NA,NA,NA,NA,NA,NA,NA
"122","El Salvador",1984,2,0,"El Salvador",2379.41249213777,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",46.16,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,0,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",1,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",1,"1",6,"Base Qof p_polity2",0.232,"Base Qof vdem_edcomp_thick",0.157,"Base Qof vdem_polyarchy",1.849,"Base Qof vdem_mecorrpt",NA,NA,0,"Proyectado. Último valor disponible base Qof nelda_mbbe",NA,NA,NA,NA
"123","El Salvador",1989,1,0,"El Salvador",2294.72928553379,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",48.754,"Base Qof wdi_popurb",0.52499998,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,0,"Base Qof ideavt_prescv",NA,NA,5,"Base Qof p_durable",6,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",6,"6",6,"Base Qof p_polity2",0.321,"Base Qof vdem_edcomp_thick",0.21,"Base Qof vdem_polyarchy",1.849,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,54.7,"Base Qof ideavt_presvt"
